threshold,fpr,tpr
inf,0,0
0.998386639637,0,0.00369003690037
0.995026480329,0,0.00738007380074
0.994306393997,0,0.0110701107011
0.994123305613,0,0.0147601476015
0.99401473536,0,0.0184501845018
0.993670690024,0,0.0221402214022
0.992954825606,0,0.0258302583026
0.991569174951,0,0.029520295203
0.99116553066,0,0.0332103321033
0.991020983345,0,0.0369003690037
0.98961594052,0,0.0405904059041
0.987201698471,0,0.0442804428044
0.987023681795,0,0.0479704797048
0.98560301996,0,0.0516605166052
0.985198139217,0,0.0553505535055
0.984414547446,0,0.0590405904059
0.983413207099,0,0.0627306273063
0.982398373396,0,0.0664206642066
0.982333248351,0,0.070110701107
0.979135912736,0,0.0738007380074
0.977482350492,0,0.0774907749077
0.976294048714,0,0.0811808118081
0.975970900152,0,0.0848708487085
0.975797527106,0,0.0885608856089
0.974519345029,0,0.0922509225092
0.972100374339,0,0.0959409594096
0.971980640395,0,0.09963099631
0.969459017014,0,0.10332103321
0.966524925388,0,0.107011070111
0.964710337011,0,0.110701107011
0.963339955417,0,0.114391143911
0.962875481574,0,0.118081180812
0.962380680723,0,0.121771217712
0.961969766987,0,0.125461254613
0.961569594791,0,0.129151291513
0.960878950241,0,0.132841328413
0.960558703798,0,0.136531365314
0.958603835961,0,0.140221402214
0.958343036455,0,0.143911439114
0.957838075217,0,0.147601476015
0.956959146916,0,0.151291512915
0.956546653512,0,0.154981549815
0.954454296266,0,0.158671586716
0.95202666008,0,0.162361623616
0.951379234228,0,0.166051660517
0.944406031532,0,0.169741697417
0.942961483491,0,0.173431734317
0.936993895017,0,0.177121771218
0.936486073012,0,0.180811808118
0.935999572766,0,0.184501845018
0.934611262058,0,0.188191881919
0.93242687997,0,0.191881918819
0.931180807674,0,0.19557195572
0.931126387601,0,0.19926199262
0.9284203252,0,0.20295202952
0.928181478498,0,0.206642066421
0.927778025942,0,0.210332103321
0.927400390588,0,0.214022140221
0.925516543791,0,0.217712177122
0.924467456525,0,0.221402214022
0.922592094825,0,0.225092250923
0.921345296863,0,0.228782287823
0.920806765082,0,0.232472324723
0.920518285536,0,0.236162361624
0.920014119274,0,0.239852398524
0.918770597155,0,0.243542435424
0.918162748723,0,0.247232472325
0.916763017523,0,0.250922509225
0.916344443483,0,0.254612546125
0.915745805423,0,0.258302583026
0.913286695559,0,0.261992619926
0.913282686816,0,0.265682656827
0.911667016693,0,0.269372693727
0.911223076555,0,0.273062730627
0.91115806766,0,0.276752767528
0.910995077562,0,0.280442804428
0.909419796354,0,0.284132841328
0.908846038445,0,0.287822878229
0.908802346546,0,0.291512915129
0.905957255514,0,0.29520295203
0.905534212247,0,0.29889298893
0.903568932962,0,0.30258302583
0.902346646286,0,0.306273062731
0.899638941293,0,0.309963099631
0.899363247719,0,0.313653136531
0.89897256542,0,0.317343173432
0.898468139337,0,0.321033210332
0.896624303487,0,0.324723247232
0.896496427899,0,0.328413284133
0.895106938611,0,0.332103321033
0.891202709012,0,0.335793357934
0.889035705447,0,0.339483394834
0.886884052673,0,0.343173431734
0.88666360142,0,0.346863468635
0.885486049098,0,0.350553505535
0.885048733196,0,0.354243542435
0.882329439875,0,0.357933579336
0.881000619686,0,0.361623616236
0.879136810031,0,0.365313653137
0.878906324613,0,0.369003690037
0.87757459246,0,0.372693726937
0.87532395164,0,0.376383763838
0.870038394938,0,0.380073800738
0.869670735697,0,0.383763837638
0.868894942702,0,0.387453874539
0.8672562471,0,0.391143911439
0.866939461201,0,0.394833948339
0.863854187402,0,0.39852398524
0.86369373764,0,0.40221402214
0.860989836814,0,0.405904059041
0.860246336856,0,0.409594095941
0.859708916642,0,0.413284132841
0.859108990833,0,0.416974169742
0.854450419725,0,0.420664206642
0.854164523364,0,0.424354243542
0.852261817816,0,0.428044280443
0.849197808019,0,0.431734317343
0.84824217491,0,0.435424354244
0.845974073692,0,0.439114391144
0.845786070388,0,0.442804428044
0.841926025326,0,0.446494464945
0.840696280713,0,0.450184501845
0.840422715306,0,0.453874538745
0.840031582555,0,0.457564575646
0.839312590588,0,0.461254612546
0.838128383012,0,0.464944649446
0.836805103902,0,0.468634686347
0.834801542351,0,0.472324723247
0.834330716578,0,0.476014760148
0.834228544611,0,0.479704797048
0.831570333103,0,0.483394833948
0.830983395808,0,0.487084870849
0.830100580198,0,0.490774907749
0.827600511723,0,0.494464944649
0.823998010257,0,0.49815498155
0.82170379211,0,0.50184501845
0.82080146393,0,0.505535055351
0.819818848045,0,0.509225092251
0.819767167787,0,0.512915129151
0.819756060461,0,0.516605166052
0.817528556344,0,0.520295202952
0.812115898991,0,0.523985239852
0.809723509342,0,0.527675276753
0.807840072017,0,0.531365313653
0.807561009178,0,0.535055350554
0.802634840926,0,0.538745387454
0.798327046949,0,0.542435424354
0.798156842416,0,0.546125461255
0.792438749174,0,0.549815498155
0.790148408122,0,0.553505535055
0.789825126186,0,0.557195571956
0.788631599428,0,0.560885608856
0.78473208299,0,0.564575645756
0.782571212341,0,0.568265682657
0.779237248449,0,0.571955719557
0.778649910563,0,0.575645756458
0.77829640216,0,0.579335793358
0.778050036331,0,0.583025830258
0.7774960296,0,0.586715867159
0.772086877319,0,0.590405904059
