threshold,accuracy,precision,recall,f1,specificity,balanced_accuracy,roc_auc,pr_auc_average_precision,tn,fp,fn,tp
0.37999999999999995,0.9786666666666667,0.6862745098039216,0.6862745098039216,0.6862745098039216,0.9889579020013802,0.8376162059026508,0.9842555379639761,0.7807439611753059,1433,16,16,35
0.38999999999999996,0.9786666666666667,0.6938775510204082,0.6666666666666666,0.6799999999999999,0.989648033126294,0.8281573498964803,0.9842555379639761,0.7807439611753059,1434,15,17,34
0.3999999999999999,0.978,0.6875,0.6470588235294118,0.6666666666666667,0.989648033126294,0.8183534283278528,0.9842555379639761,0.7807439611753059,1434,15,18,33
0.4099999999999999,0.98,0.7333333333333333,0.6470588235294118,0.6875,0.9917184265010351,0.8193886250152235,0.9842555379639761,0.7807439611753059,1437,12,18,33
0.41999999999999993,0.98,0.7333333333333333,0.6470588235294118,0.6875,0.9917184265010351,0.8193886250152235,0.9842555379639761,0.7807439611753059,1437,12,18,33
0.42999999999999994,0.98,0.7333333333333333,0.6470588235294118,0.6875,0.9917184265010351,0.8193886250152235,0.9842555379639761,0.7807439611753059,1437,12,18,33
0.43999999999999995,0.98,0.7333333333333333,0.6470588235294118,0.6875,0.9917184265010351,0.8193886250152235,0.9842555379639761,0.7807439611753059,1437,12,18,33
0.4499999999999999,0.9793333333333333,0.7272727272727273,0.6274509803921569,0.6736842105263158,0.9917184265010351,0.8095847034465959,0.9842555379639761,0.7807439611753059,1437,12,19,32
0.4599999999999999,0.98,0.7441860465116279,0.6274509803921569,0.6808510638297872,0.9924085576259489,0.8099297690090529,0.9842555379639761,0.7807439611753059,1438,11,19,32
0.4699999999999999,0.98,0.7560975609756098,0.6078431372549019,0.6739130434782609,0.9930986887508627,0.8004709130028823,0.9842555379639761,0.7807439611753059,1439,10,20,31
0.4799999999999999,0.9806666666666667,0.775,0.6078431372549019,0.6813186813186813,0.9937888198757764,0.8008159785653391,0.9842555379639761,0.7807439611753059,1440,9,20,31
0.48999999999999994,0.9806666666666667,0.7894736842105263,0.5882352941176471,0.6741573033707866,0.9944789510006902,0.7913571225591687,0.9842555379639761,0.7807439611753059,1441,8,21,30
0.49999999999999994,0.9806666666666667,0.7894736842105263,0.5882352941176471,0.6741573033707866,0.9944789510006902,0.7913571225591687,0.9842555379639761,0.7807439611753059,1441,8,21,30
0.5099999999999999,0.9806666666666667,0.7894736842105263,0.5882352941176471,0.6741573033707866,0.9944789510006902,0.7913571225591687,0.9842555379639761,0.7807439611753059,1441,8,21,30
0.5199999999999999,0.9806666666666667,0.7894736842105263,0.5882352941176471,0.6741573033707866,0.9944789510006902,0.7913571225591687,0.9842555379639761,0.7807439611753059,1441,8,21,30
