PC,Eigenvalue,Explained variance ratio,Cumulative explained variance
350,0.004294648861802009,7.654304304431342e-06,0.9997808781212467
351,0.004209488925652882,7.502524709217159e-06,0.999788380645956
352,0.004025161092703348,7.173999288263392e-06,0.9997955546452443
353,0.0038802034616718657,6.915642934841081e-06,0.9998024702881791
354,0.0037773184195424615,6.732272082840329e-06,0.999809202560262
355,0.0036815649677814574,6.561611784044473e-06,0.999815764172046
356,0.003659194626997899,6.521741377577915e-06,0.9998222859134236
357,0.003488168092840459,6.216922711675627e-06,0.9998285028361352
358,0.00338233585676689,6.028299109096483e-06,0.9998345311352443
359,0.0033433565625669162,5.958826751988954e-06,0.9998404899619964
360,0.0032651461011103202,5.819433127261367e-06,0.9998463093951236
361,0.0030639301225117766,5.460808154494455e-06,0.9998517702032781
362,0.0029984147863684244,5.344040908653101e-06,0.9998571142441868
363,0.0029877248074709583,5.324988279643794e-06,0.9998624392324664
364,0.002837496988600444,5.05723892978346e-06,0.9998674964713962
365,0.0028111979309119652,5.010366415418468e-06,0.9998725068378116
366,0.0026483673430598336,4.720155292321738e-06,0.9998772269931039
367,0.002606214837826044,4.645027356922107e-06,0.9998818720204609
368,0.0025211907982347426,4.4934899686126076e-06,0.9998863655104294
369,0.002453485698136875,4.372819931134011e-06,0.9998907383303606
370,0.002319970882986925,4.134857979600025e-06,0.9998948731883401
371,0.0023040179579887536,4.106425261021366e-06,0.9998989796136012
372,0.0022492942774266847,4.008891861397907e-06,0.9999029885054626
373,0.002207766861717722,3.934878016019253e-06,0.9999069233834785
374,0.0021531134305584876,3.837469821115389e-06,0.9999107608532997
375,0.0021028014707067974,3.7477993816337353e-06,0.9999145086526813
376,0.0020274608343756368,3.6135206139101673e-06,0.9999181221732952
377,0.0019682653599387167,3.5080171864203456e-06,0.9999216301904816
378,0.00195182792141222,3.47872092483625e-06,0.9999251089114065
379,0.0018416411040665906,3.28233620109277e-06,0.9999283912476076
380,0.0017678709635040532,3.1508565102922956e-06,0.9999315421041178
381,0.0017284828719775337,3.0806555583131226e-06,0.9999346227596762
382,0.0016667943613034232,2.9707088204117897e-06,0.9999375934684965
383,0.0015114182680695367,2.6937837591282366e-06,0.9999402872522557
384,0.001463931572131425,2.6091487557045117e-06,0.9999428964010114
385,0.0014474565788121496,2.5797855606361505e-06,0.999945476186572
386,0.001411060811360281,2.5149177941587236e-06,0.9999479911043662
387,0.001285577951443147,2.2912711059884918e-06,0.9999502823754721
388,0.0012450956024589478,2.2191198712649085e-06,0.9999525014953434
389,0.0011989234067325636,2.136827686765983e-06,0.9999546383230302
390,0.001156508388735944,2.0612318778253114e-06,0.9999566995549081
391,0.0011495232957260625,2.048782425212798e-06,0.9999587483373333
392,0.0011270116391475114,2.008660153196179e-06,0.9999607569974865
393,0.0010918957157320115,1.9460734383324726e-06,0.9999627030709248
394,0.001051347956608927,1.8738056238549363e-06,0.9999645768765487
395,0.0009206597908263906,1.6408815776576474e-06,0.9999662177581263
396,0.0008870943764765486,1.5810583176414105e-06,0.9999677988164439
397,0.0008529920638394065,1.5202781498537202e-06,0.9999693190945937
