original_index,TSNE_1,TSNE_2
2691,9.113666726231711,-4.95125712655163
124,-46.578330361045545,-6.0607870401231185
160,5.774668062699407,34.30333925156108
4124,-0.7854981366862672,-24.68678905978872
2731,26.95879788460449,22.289749906685575
1103,-29.284312166789825,30.475611259421722
752,4.614179072408702,-30.08932055442621
3504,-18.468333578262254,-5.729335481998697
140,31.49863256030729,-21.2335822263963
884,35.61477730996644,-18.800102171977944
3844,6.3331428921054975,13.722426207915262
1391,26.64141325016512,-16.468032335651774
2113,-0.6956550326800931,-23.172124412728724
1313,-12.261303626177618,4.6167467409030145
4433,36.67130950349187,17.91868037009514
5199,6.51579979169608,-23.713732431273055
1662,-14.442211934725282,-8.271148098919895
1563,32.98587048955847,-20.409641908202257
3425,-47.792177391899216,-4.180486592051099
4729,38.70920110231017,-28.41595630057148
4662,7.637271276346388,-25.95463944683614
860,-43.77787093235576,-2.4601656641081577
736,24.772698135238006,-29.369421663582813
2014,29.84040543339372,-29.22189617275336
3384,-49.62398675053778,-5.695699109211172
4451,40.500286876073204,15.201821267748574
3996,31.14755311537644,20.63667365405364
841,-55.97574893347283,-3.2184203749530647
354,-9.592403546038934,-24.637165174616847
1885,37.62391049099241,18.021029937616138
3213,-44.56941850253931,-0.9718873706036796
4435,1.4140559748434314,-7.631930082951504
2077,0.9133328396573507,14.112358961605098
1652,15.2929640024383,33.003184053041885
3637,3.5717629467436556,-23.414516076274168
4267,-31.637946008212847,25.164145076393496
905,-10.996644511013782,-26.289201355669704
1017,-13.586825730581875,-28.216698794697226
5378,-48.19521224019019,1.4134502158195437
3266,33.77342189351162,15.31960540755981
1705,-13.544600805714055,-32.298889352995076
5244,-30.558747909320935,28.985419366521842
2780,12.068854482504298,32.2062329620528
5290,27.905284837177025,23.43393699796847
3002,-21.160780376923764,27.813506508405315
2602,14.51121033411198,30.808663045950933
2698,-11.431869429421866,-0.7410132304760123
4254,-4.536746894876766,-27.48900790418186
2967,-9.279772299905469,-23.259180859954
1306,-12.51972155662428,-23.798648558017693
795,-0.7489740842369584,34.818769742733856
323,3.268240490033002,33.965759758920825
1707,1.497323620657767,-32.60822385653376
1718,-51.647416701490286,-1.5856022118421789
1616,12.849607274011264,-7.160911490338604
4634,-10.57671365205346,-0.0034424427881056697
879,-10.292293992259626,-2.5998547378978523
3661,-15.571033610422873,-7.446362332410529
3397,10.111168413407531,29.315099768600973
3160,-50.75603047997693,-5.223421858336222
3108,-19.49152599428492,-7.614162906858061
360,28.30752349878967,24.35017597351797
1815,4.762530638493082,-1.1114803424307624
5422,14.702324256516118,6.90445522969227
3990,-9.763952690447333,-29.25962848188464
1369,-13.466258415954673,-1.948989705888054
4596,8.14732951871292,-10.12192921317741
3164,-8.451559336689666,-32.16575790137854
1032,5.753720856570757,-27.9307961417837
713,15.28345494050608,10.492020064221004
615,0.8680752825764432,28.455494989191603
4614,-11.558236424520983,4.153208330999021
2046,33.20653161430234,-21.186464413085364
3019,12.806152565924693,-11.11217269464156
906,6.876911600871259,34.51832751634382
2047,-12.233096827866312,-4.047428333385596
1234,-15.075386192728692,-24.28666356525314
2187,6.045379863995627,14.073361090753156
5161,23.937411374933266,-28.723794747714585
4842,28.470434123613128,15.42700420780699
2801,8.72507351658352,31.226553245695236
1071,-8.871342432146461,-22.578827830407956
552,5.127918628222388,13.180758629147977
1698,-2.460012076900673,-23.15257686804439
5059,-46.556614169605304,-9.670338095651251
809,10.314529483114232,-8.773358352211709
3253,-19.35309261205216,28.631031178165586
3894,-11.715469769125566,-5.540910808398188
4940,17.12812734013203,0.6160439796508647
3922,14.355026228846393,5.963275267747756
588,-13.510335693232289,-32.653216398670374
4663,8.881886237190423,34.05389666903982
1414,9.419136103618795,27.647764955476728
4183,-28.655405113588834,29.186859694190492
2321,-15.710488235280664,-24.060559672607383
150,14.30759606504799,2.7299035867986166
2313,-11.179071289296267,-29.098767901988808
5257,-10.701844430536891,-26.87306081239493
1858,4.641054125520294,0.30681907314428275
4440,-47.83197867254076,-10.161461409736512
2990,2.6293065931059165,-26.900894965897702
3088,-7.817292939758595,-25.888294624228774
5408,17.58933954230428,6.613487755961189
2725,-0.25297543508542636,10.241187672865578
514,-18.448727433765285,-9.621361137054082
3089,-48.216953365933136,2.234757444649206
3074,-45.61525211536357,-6.177539822541526
4442,-1.8977623157018733,-33.111216311490736
3257,35.573403289608514,14.48751704977581
3876,15.896494168784976,-2.057055261230524
3433,31.26104562743921,9.548473411996513
3396,13.248100773451522,-5.955681572738562
1447,15.433553402271604,-7.854375506474732
99,31.895947178430923,-27.480696585265935
1067,-50.09574620304434,-4.227574059935326
4242,-14.380782712755126,-6.015803661684231
3233,-51.59972675337514,0.30647875610155256
2651,-55.10121889354009,-0.8281718392737334
29,-20.39642873057895,-15.582380770580421
4280,-11.438109845331049,-10.723930694866263
1446,31.20102014950456,9.118144016879437
5123,2.0148362017738535,-27.87892985440343
2163,-17.12434861702703,-19.310125041742836
3772,5.139164634392798,15.22095415178386
3704,-17.545028248437657,-4.427573107271253
5458,38.89699852297211,12.898316240357405
3489,-1.4666427634480994,-27.372597590865233
2751,16.16572222092564,3.877057272441347
1857,6.212419715212651,31.624784631599447
2361,4.687690261392631,-21.73773168195032
2605,21.1553622862959,18.047884839813165
71,5.346332260088258,-25.351013799469776
3496,4.654407327952751,13.404738323971786
3303,-44.25747987544697,-3.831577383289637
1335,14.693194254291983,10.495596199527537
4173,39.40327359835938,18.481668013286942
3252,14.531884757321523,34.09204635099638
4367,7.362241816664704,-9.359715914628037
5024,35.46865017187206,15.63343761909107
4735,27.993401349958507,15.529287704991523
3853,-48.07391802697012,-8.332340981750038
2290,14.747559731759038,34.3906398531577
5551,40.21951681962445,20.608234853865984
154,12.624414046344365,-15.07125198090652
